Session,matchId,roundId,groupId,clientId,Gender,Topic,Grade,Siblings,Month,Year,Track,payoff,role,roleName,choice,choiceTime,equilibriumChoice,winningChoice
LILA-King-S14,15,0,0,2,Female,Math,7,2 or more,sep.,2006,ELD,40,2,Player 3,2,6341,1,1
LILA-King-S14,15,0,1,4,Male,Science / Technology,7,1,aug.,2006,ELD,20,1,Player 2,1,5651,0,0
LILA-King-S14,15,0,1,8,Male,Art / Music,7,2 or more,may.,2005,ELD,40,2,Player 3,2,8787,1,1
LILA-King-S14,15,0,1,10,Male,Science / Technology,8,1,feb.,2005,ELD,40,0,Player 1,2,15048,0,1
LILA-King-S14,15,0,2,5,Female,English,8,2 or more,apr.,2004,ELD,20,0,Player 1,0,4931,1,0
LILA-King-S14,15,0,2,9,Male,Art / Music,6,2 or more,sep.,2007,ELD,20,1,Player 2,1,32961,0,0
LILA-King-S14,15,0,2,11,Male,Math,7,2 or more,oct.,2007,ELD,40,2,Player 3,2,4759,1,1
LILA-King-S14,15,0,3,3,Male,History / Geography,7,2 or more,aug.,2006,ELD,40,1,Player 2,0,13817,1,1
LILA-King-S14,15,0,3,6,Female,English,7,2 or more,nov.,2006,ELD,40,2,Player 3,2,5609,1,1
LILA-King-S14,15,0,3,7,Female,Math,7,2 or more,dec.,2006,ELD,40,0,Player 1,0,18358,1,1
LILA-King-S14,16,0,0,0,Male,Art / Music,7,2 or more,aug.,2005,ELD,40,1,Player 2,0,7100,1,1
LILA-King-S14,16,0,0,9,Male,Art / Music,6,2 or more,sep.,2007,ELD,40,2,Player 3,0,6115,1,1
LILA-King-S14,16,0,0,11,Male,Math,7,2 or more,oct.,2007,ELD,40,0,Player 1,0,16630,1,1
LILA-King-S14,16,0,1,4,Male,Science / Technology,7,1,aug.,2006,ELD,20,2,Player 3,2,9352,0,0
LILA-King-S14,16,0,1,7,Female,Math,7,2 or more,dec.,2006,ELD,20,1,Player 2,0,11303,1,0
LILA-King-S14,16,0,1,8,Male,Art / Music,7,2 or more,may.,2005,ELD,40,0,Player 1,0,9034,1,1
LILA-King-S14,16,0,2,3,Male,History / Geography,7,2 or more,aug.,2006,ELD,40,2,Player 3,0,3326,1,1
LILA-King-S14,16,0,2,5,Female,English,8,2 or more,apr.,2004,ELD,40,1,Player 2,0,7135,1,1
LILA-King-S14,16,0,2,6,Female,English,7,2 or more,nov.,2006,ELD,20,0,Player 1,1,64743,0,0
LILA-King-S14,16,0,3,1,Male,Math,8,0,feb.,2005,ELD,40,2,Player 3,0,6858,1,1
LILA-King-S14,16,0,3,2,Female,Math,7,2 or more,sep.,2006,ELD,40,0,Player 1,2,31771,0,1
LILA-King-S14,16,0,3,10,Male,Science / Technology,8,1,feb.,2005,ELD,20,1,Player 2,1,11513,0,0
LILA-King-S14,17,0,0,3,Male,History / Geography,7,2 or more,aug.,2006,ELD,20,0,Player 1,2,13111,1,0
LILA-King-S14,17,0,0,5,Female,English,8,2 or more,apr.,2004,ELD,40,2,Player 3,2,6692,1,1
LILA-King-S14,17,0,0,8,Male,Art / Music,7,2 or more,may.,2005,ELD,20,1,Player 2,1,19715,0,0
LILA-King-S14,17,0,1,0,Male,Art / Music,7,2 or more,aug.,2005,ELD,40,2,Player 3,2,3191,1,1
LILA-King-S14,17,0,1,6,Female,English,7,2 or more,nov.,2006,ELD,20,1,Player 2,1,6347,0,0
LILA-King-S14,17,0,1,9,Male,Art / Music,6,2 or more,sep.,2007,ELD,20,0,Player 1,0,16486,0,0
LILA-King-S14,17,0,2,4,Male,Science / Technology,7,1,aug.,2006,ELD,40,0,Player 1,2,17558,1,1
LILA-King-S14,17,0,2,10,Male,Science / Technology,8,1,feb.,2005,ELD,40,2,Player 3,2,4704,1,1
LILA-King-S14,17,0,2,11,Male,Math,7,2 or more,oct.,2007,ELD,40,1,Player 2,0,10021,1,1
LILA-King-S14,17,0,3,1,Male,Math,8,0,feb.,2005,ELD,20,0,Player 1,2,13689,1,0
LILA-King-S14,17,0,3,2,Female,Math,7,2 or more,sep.,2006,ELD,20,1,Player 2,1,32406,0,0
LILA-King-S14,17,0,3,7,Female,Math,7,2 or more,dec.,2006,ELD,40,2,Player 3,2,10012,1,1
LILA-King-S14,18,0,0,0,Male,Art / Music,7,2 or more,aug.,2005,ELD,40,0,Player 1,1,8434,1,1
LILA-King-S14,18,0,0,1,Male,Math,8,0,feb.,2005,ELD,40,1,Player 2,0,10883,1,1
LILA-King-S14,18,0,0,2,Female,Math,7,2 or more,sep.,2006,ELD,40,2,Player 3,0,5260,1,1
LILA-King-S14,18,0,1,3,Male,History / Geography,7,2 or more,aug.,2006,ELD,40,1,Player 2,0,5164,1,1
LILA-King-S14,18,0,1,10,Male,Science / Technology,8,1,feb.,2005,ELD,20,0,Player 1,2,16815,0,0
LILA-King-S14,18,0,1,11,Male,Math,7,2 or more,oct.,2007,ELD,40,2,Player 3,0,5230,1,1
LILA-King-S14,18,0,2,7,Female,Math,7,2 or more,dec.,2006,ELD,40,0,Player 1,2,9775,0,1
LILA-King-S14,18,0,2,8,Male,Art / Music,7,2 or more,may.,2005,ELD,40,2,Player 3,0,7016,1,1
LILA-King-S14,18,0,2,9,Male,Art / Music,6,2 or more,sep.,2007,ELD,20,1,Player 2,2,12962,0,0
LILA-King-S14,18,0,3,4,Male,Science / Technology,7,1,aug.,2006,ELD,40,1,Player 2,0,8907,1,1
LILA-King-S14,18,0,3,5,Female,English,8,2 or more,apr.,2004,ELD,20,0,Player 1,0,8215,0,0
LILA-King-S14,18,0,3,6,Female,English,7,2 or more,nov.,2006,ELD,40,2,Player 3,0,3517,1,1
LILA-King-S14,19,0,0,0,Male,Art / Music,7,2 or more,aug.,2005,ELD,40,1,Player 2,2,32429,1,1
LILA-King-S14,19,0,0,1,Male,Math,8,0,feb.,2005,ELD,40,2,Player 3,1,4111,1,1
LILA-King-S14,19,0,0,6,Female,English,7,2 or more,nov.,2006,ELD,20,0,Player 1,2,11723,0,0
LILA-King-S14,19,0,1,4,Male,Science / Technology,7,1,aug.,2006,ELD,20,2,Player 3,2,4487,0,0
LILA-King-S14,19,0,1,5,Female,English,8,2 or more,apr.,2004,ELD,40,1,Player 2,1,5151,0,1
LILA-King-S14,19,0,1,8,Male,Art / Music,7,2 or more,may.,2005,ELD,40,0,Player 1,2,37846,0,1
LILA-King-S14,19,0,2,3,Male,History / Geography,7,2 or more,aug.,2006,ELD,40,2,Player 3,1,5977,1,1
LILA-King-S14,19,0,2,7,Female,Math,7,2 or more,dec.,2006,ELD,20,1,Player 2,0,11182,0,0
LILA-King-S14,19,0,2,11,Male,Math,7,2 or more,oct.,2007,ELD,20,0,Player 1,1,20741,1,0
LILA-King-S14,19,0,3,2,Female,Math,7,2 or more,sep.,2006,ELD,40,0,Player 1,2,41008,0,1
LILA-King-S14,19,0,3,9,Male,Art / Music,6,2 or more,sep.,2007,ELD,40,2,Player 3,1,9099,1,1
LILA-King-S14,19,0,3,10,Male,Science / Technology,8,1,feb.,2005,ELD,20,1,Player 2,1,7449,0,0
LILA-King-S14,20,0,0,5,Female,English,8,2 or more,apr.,2004,ELD,40,2,Player 3,2,6209,1,1
LILA-King-S14,20,0,0,9,Male,Art / Music,6,2 or more,sep.,2007,ELD,20,0,Player 1,2,31727,0,0
LILA-King-S14,20,0,0,11,Male,Math,7,2 or more,oct.,2007,ELD,40,1,Player 2,0,17160,1,1
LILA-King-S14,20,0,1,4,Male,Science / Technology,7,1,aug.,2006,ELD,20,0,Player 1,0,28274,0,0
LILA-King-S14,20,0,1,6,Female,English,7,2 or more,nov.,2006,ELD,20,1,Player 2,2,6588,0,0
LILA-King-S14,20,0,1,7,Female,Math,7,2 or more,dec.,2006,ELD,40,2,Player 3,2,7219,1,1
LILA-King-S14,20,0,2,0,Male,Art / Music,7,2 or more,aug.,2005,ELD,40,2,Player 3,2,4013,1,1
LILA-King-S14,20,0,2,3,Male,History / Geography,7,2 or more,aug.,2006,ELD,20,0,Player 1,1,9542,1,0
LILA-King-S14,20,0,2,8,Male,Art / Music,7,2 or more,may.,2005,ELD,20,1,Player 2,2,6059,0,0
LILA-King-S14,20,0,3,1,Male,Math,8,0,feb.,2005,ELD,20,0,Player 1,1,15173,1,0
LILA-King-S14,20,0,3,2,Female,Math,7,2 or more,sep.,2006,ELD,20,1,Player 2,1,21792,0,0
LILA-King-S14,20,0,3,10,Male,Science / Technology,8,1,feb.,2005,ELD,40,2,Player 3,2,3082,1,1
LILA-King-S15,3,0,0,3,Male,Math,7,2 or more,jan.,2006,SPED,40,2,Player 3,2,10591,1,1
LILA-King-S15,3,0,0,6,Female,Science / Technology,7,1,jul.,2005,ELD,20,1,Player 2,2,80201,0,0
LILA-King-S15,3,0,1,0,Male,Art / Music,7,2 or more,jul.,2005,SPED,20,2,Player 3,0,21220,0,0
LILA-King-S15,3,0,1,5,Male,Science / Technology,6,2 or more,aug.,2007,ELD,40,0,Player 1,2,27328,1,1
LILA-King-S15,3,0,1,9,Female,English,8,1,aug.,2005,ELD,20,1,Player 2,1,95887,1,0
LILA-King-S15,3,0,2,1,Male,Math,8,1,mar.,2005,ELD,20,1,Player 2,2,65034,0,0
LILA-King-S15,3,0,2,2,Male,Art / Music,6,2 or more,sep.,2006,ELD,40,2,Player 3,2,15948,1,1
LILA-King-S15,3,0,2,8,Male,Math,6,2 or more,apr.,2008,ELD,20,0,Player 1,2,90025,1,0
LILA-King-S15,3,0,3,4,Female,Art / Music,8,0,jun.,2005,SPED,20,1,Player 2,1,157607,1,0
LILA-King-S15,3,0,3,7,Male,Math,7,1,jun.,2006,ELD,20,0,Player 1,1,20628,0,0
LILA-King-S15,3,0,3,10,Female,English,7,2 or more,dec.,2005,ELD,20,2,Player 3,1,25845,0,0
LILA-King-S15,4,0,0,2,Male,Art / Music,6,2 or more,sep.,2006,ELD,20,0,Player 1,0,70239,0,0
LILA-King-S15,4,0,0,4,Female,Art / Music,8,0,jun.,2005,SPED,40,2,Player 3,1,37941,1,1
LILA-King-S15,4,0,0,8,Male,Math,6,2 or more,apr.,2008,ELD,40,1,Player 2,1,45545,1,1
LILA-King-S15,4,0,1,1,Male,Math,8,1,mar.,2005,ELD,20,2,Player 3,0,56289,0,0
LILA-King-S15,4,0,1,3,Male,Math,7,2 or more,jan.,2006,SPED,20,0,Player 1,2,45593,0,0
LILA-King-S15,4,0,2,0,Male,Art / Music,7,2 or more,jul.,2005,SPED,20,0,Player 1,0,8933,0,0
LILA-King-S15,4,0,2,7,Male,Math,7,1,jun.,2006,ELD,20,1,Player 2,2,20431,0,0
LILA-King-S15,4,0,2,9,Female,English,8,1,aug.,2005,ELD,40,2,Player 3,1,30660,1,1
LILA-King-S15,4,0,3,5,Male,Science / Technology,6,2 or more,aug.,2007,ELD,40,1,Player 2,1,25565,1,1
LILA-King-S15,4,0,3,6,Female,Science / Technology,7,1,jul.,2005,ELD,40,2,Player 3,1,18555,1,1
LILA-King-S15,4,0,3,10,Female,English,7,2 or more,dec.,2005,ELD,20,0,Player 1,0,13395,0,0
LILA-King-S15,5,0,0,8,Male,Math,6,2 or more,apr.,2008,ELD,40,2,Player 3,0,13334,1,1
LILA-King-S15,5,0,0,9,Female,English,8,1,aug.,2005,ELD,20,0,Player 1,0,23859,0,0
LILA-King-S15,5,0,0,10,Female,English,7,2 or more,dec.,2005,ELD,20,1,Player 2,0,114490,0,0
LILA-King-S15,5,0,1,1,Male,Math,8,1,mar.,2005,ELD,40,0,Player 1,2,26477,1,1
LILA-King-S15,5,0,1,2,Male,Art / Music,6,2 or more,sep.,2006,ELD,40,1,Player 2,2,53951,1,1
LILA-King-S15,5,0,1,5,Male,Science / Technology,6,2 or more,aug.,2007,ELD,40,2,Player 3,0,10765,1,1
LILA-King-S15,5,0,2,3,Male,Math,7,2 or more,jan.,2006,SPED,20,1,Player 2,1,42504,0,0
LILA-King-S15,5,0,2,4,Female,Art / Music,8,0,jun.,2005,SPED,40,0,Player 1,0,61991,0,1
LILA-King-S15,5,0,2,7,Male,Math,7,1,jun.,2006,ELD,40,2,Player 3,0,32073,1,1
LILA-King-S15,5,0,3,0,Male,Art / Music,7,2 or more,jul.,2005,SPED,20,1,Player 2,1,69050,0,0
LILA-King-S15,5,0,3,6,Female,Science / Technology,7,1,jul.,2005,ELD,40,0,Player 1,0,75344,0,1
LILA-King-S15,6,0,0,1,Male,Math,8,1,mar.,2005,ELD,40,1,Player 2,0,46748,1,1
LILA-King-S15,6,0,0,3,Male,Math,7,2 or more,jan.,2006,SPED,40,2,Player 3,2,5077,1,1
LILA-King-S15,6,0,0,5,Male,Science / Technology,6,2 or more,aug.,2007,ELD,20,0,Player 1,2,9433,0,0
LILA-King-S15,6,0,1,2,Male,Art / Music,6,2 or more,sep.,2006,ELD,40,2,Player 3,2,25005,1,1
LILA-King-S15,6,0,1,7,Male,Math,7,1,jun.,2006,ELD,40,0,Player 1,2,32761,0,1
LILA-King-S15,6,0,1,9,Female,English,8,1,aug.,2005,ELD,20,1,Player 2,1,42284,0,0
LILA-King-S15,6,0,2,6,Female,Science / Technology,7,1,jul.,2005,ELD,40,1,Player 2,0,31761,1,1
LILA-King-S15,6,0,2,8,Male,Math,6,2 or more,apr.,2008,ELD,40,0,Player 1,0,102982,1,1
LILA-King-S15,6,0,2,10,Female,English,7,2 or more,dec.,2005,ELD,40,2,Player 3,2,45854,1,1
LILA-King-S15,6,0,3,0,Male,Art / Music,7,2 or more,jul.,2005,SPED,40,2,Player 3,2,25109,1,1
LILA-King-S15,6,0,3,4,Female,Art / Music,8,0,jun.,2005,SPED,40,1,Player 2,0,111623,1,1
LILA-King-S15,7,0,0,1,Male,Math,8,1,mar.,2005,ELD,40,2,Player 3,0,29449,1,1
LILA-King-S15,7,0,0,5,Male,Science / Technology,6,2 or more,aug.,2007,ELD,40,1,Player 2,0,23537,1,1
LILA-King-S15,7,0,0,10,Female,English,7,2 or more,dec.,2005,ELD,20,0,Player 1,1,14481,0,0
LILA-King-S15,7,0,1,3,Male,Math,7,2 or more,jan.,2006,SPED,40,0,Player 1,0,25998,1,1
LILA-King-S15,7,0,1,8,Male,Math,6,2 or more,apr.,2008,ELD,40,1,Player 2,0,8055,1,1
LILA-King-S15,7,0,1,9,Female,English,8,1,aug.,2005,ELD,40,2,Player 3,0,8542,1,1
LILA-King-S15,7,0,2,2,Male,Art / Music,6,2 or more,sep.,2006,ELD,40,0,Player 1,0,44459,1,1
LILA-King-S15,7,0,2,4,Female,Art / Music,8,0,jun.,2005,SPED,40,2,Player 3,0,17577,1,1
LILA-King-S15,7,0,3,0,Male,Art / Music,7,2 or more,jul.,2005,SPED,20,0,Player 1,2,33924,0,0
LILA-King-S15,7,0,3,6,Female,Science / Technology,7,1,jul.,2005,ELD,40,2,Player 3,0,33356,1,1
LILA-King-S15,7,0,3,7,Male,Math,7,1,jun.,2006,ELD,20,1,Player 2,2,49613,0,0
LILA-King-S15,8,0,0,0,Male,Art / Music,7,2 or more,jul.,2005,SPED,20,1,Player 2,2,49498,0,0
LILA-King-S15,8,0,0,5,Male,Science / Technology,6,2 or more,aug.,2007,ELD,40,2,Player 3,2,12018,1,1
LILA-King-S15,8,0,0,9,Female,English,8,1,aug.,2005,ELD,40,0,Player 1,0,16311,0,1
LILA-King-S15,8,0,1,1,Male,Math,8,1,mar.,2005,ELD,20,0,Player 1,0,20707,0,0
LILA-King-S15,8,0,1,2,Male,Art / Music,6,2 or more,sep.,2006,ELD,40,1,Player 2,0,15616,1,1
LILA-King-S15,8,0,1,7,Male,Math,7,1,jun.,2006,ELD,40,2,Player 3,2,27300,1,1
LILA-King-S15,8,0,2,6,Female,Science / Technology,7,1,jul.,2005,ELD,20,0,Player 1,2,17600,1,0
LILA-King-S15,8,0,2,8,Male,Math,6,2 or more,apr.,2008,ELD,40,2,Player 3,2,7650,1,1
LILA-King-S15,8,0,2,10,Female,English,7,2 or more,dec.,2005,ELD,20,1,Player 2,1,23768,0,0
LILA-King-S15,8,0,3,3,Male,Math,7,2 or more,jan.,2006,SPED,40,1,Player 2,0,23572,1,1
LILA-King-S15,8,0,3,4,Female,Art / Music,8,0,jun.,2005,SPED,40,0,Player 1,2,19807,1,1
LILA-King-S15,9,0,0,8,Male,Math,6,2 or more,apr.,2008,ELD,20,0,Player 1,1,9392,1,0
LILA-King-S15,9,0,0,9,Female,English,8,1,aug.,2005,ELD,20,1,Player 2,2,12301,0,0
LILA-King-S15,9,0,0,10,Female,English,7,2 or more,dec.,2005,ELD,20,2,Player 3,1,35092,0,0
LILA-King-S15,9,0,1,3,Male,Math,7,2 or more,jan.,2006,SPED,40,2,Player 3,0,4890,1,1
LILA-King-S15,9,0,1,4,Female,Art / Music,8,0,jun.,2005,SPED,40,1,Player 2,0,26200,1,1
LILA-King-S15,9,0,1,7,Male,Math,7,1,jun.,2006,ELD,20,0,Player 1,2,11523,0,0
LILA-King-S15,9,0,2,0,Male,Art / Music,7,2 or more,jul.,2005,SPED,40,2,Player 3,0,10780,1,1
LILA-King-S15,9,0,2,1,Male,Math,8,1,mar.,2005,ELD,20,1,Player 2,1,24391,0,0
LILA-King-S15,9,0,3,2,Male,Art / Music,6,2 or more,sep.,2006,ELD,40,2,Player 3,0,9762,1,1
LILA-King-S15,9,0,3,5,Male,Science / Technology,6,2 or more,aug.,2007,ELD,20,0,Player 1,0,6868,0,0
LILA-King-S15,9,0,3,6,Female,Science / Technology,7,1,jul.,2005,ELD,40,1,Player 2,0,21099,1,1
LILA-King-S15,10,0,0,3,Male,Math,7,2 or more,jan.,2006,SPED,20,0,Player 1,2,21231,0,0
LILA-King-S15,10,0,0,6,Female,Science / Technology,7,1,jul.,2005,ELD,40,2,Player 3,1,11390,1,1
LILA-King-S15,10,0,1,2,Male,Art / Music,6,2 or more,sep.,2006,ELD,40,0,Player 1,1,20883,1,1
LILA-King-S15,10,0,1,5,Male,Science / Technology,6,2 or more,aug.,2007,ELD,40,1,Player 2,2,60274,1,1
LILA-King-S15,10,0,1,9,Female,English,8,1,aug.,2005,ELD,40,2,Player 3,1,7467,1,1
LILA-King-S15,10,0,2,0,Male,Art / Music,7,2 or more,jul.,2005,SPED,20,0,Player 1,1,22093,1,0
LILA-King-S15,10,0,2,1,Male,Math,8,1,mar.,2005,ELD,40,2,Player 3,1,12649,1,1
LILA-King-S15,10,0,2,7,Male,Math,7,1,jun.,2006,ELD,20,1,Player 2,0,21907,0,0
LILA-King-S15,10,0,3,4,Female,Art / Music,8,0,jun.,2005,SPED,40,2,Player 3,1,29852,1,1
LILA-King-S15,10,0,3,8,Male,Math,6,2 or more,apr.,2008,ELD,40,1,Player 2,2,14957,1,1
LILA-King-S15,10,0,3,10,Female,English,7,2 or more,dec.,2005,ELD,20,0,Player 1,2,20884,0,0
LILA-King-S15,11,0,0,0,Male,Art / Music,7,2 or more,jul.,2005,SPED,20,1,Player 2,1,9229,0,0
LILA-King-S15,11,0,0,4,Female,Art / Music,8,0,jun.,2005,SPED,20,0,Player 1,1,21028,1,0
LILA-King-S15,11,0,0,7,Male,Math,7,1,jun.,2006,ELD,40,2,Player 3,2,17895,1,1
LILA-King-S15,11,0,1,1,Male,Math,8,1,mar.,2005,ELD,20,0,Player 1,2,26798,0,0
LILA-King-S15,11,0,1,8,Male,Math,6,2 or more,apr.,2008,ELD,40,2,Player 3,2,4637,1,1
LILA-King-S15,11,0,1,10,Female,English,7,2 or more,dec.,2005,ELD,20,1,Player 2,1,34267,0,0
LILA-King-S15,11,0,2,2,Male,Art / Music,6,2 or more,sep.,2006,ELD,40,1,Player 2,0,11972,1,1
LILA-King-S15,11,0,2,6,Female,Science / Technology,7,1,jul.,2005,ELD,40,0,Player 1,1,32435,1,1
LILA-King-S15,11,0,3,3,Male,Math,7,2 or more,jan.,2006,SPED,40,1,Player 2,0,20634,1,1
LILA-King-S15,11,0,3,5,Male,Science / Technology,6,2 or more,aug.,2007,ELD,40,2,Player 3,2,6599,1,1
LILA-King-S15,11,0,3,9,Female,English,8,1,aug.,2005,ELD,20,0,Player 1,2,4471,0,0
LILA-King-S15,12,0,0,9,Female,English,8,1,aug.,2005,ELD,40,1,Player 2,2,8242,0,1
LILA-King-S15,12,0,0,10,Female,English,7,2 or more,dec.,2005,ELD,20,2,Player 3,1,8557,0,0
LILA-King-S15,12,0,1,0,Male,Art / Music,7,2 or more,jul.,2005,SPED,40,2,Player 3,2,6877,1,1
LILA-King-S15,12,0,1,4,Female,Art / Music,8,0,jun.,2005,SPED,40,1,Player 2,1,12240,1,1
LILA-King-S15,12,0,1,7,Male,Math,7,1,jun.,2006,ELD,20,0,Player 1,0,8634,0,0
LILA-King-S15,12,0,2,1,Male,Math,8,1,mar.,2005,ELD,20,1,Player 2,2,28276,0,0
LILA-King-S15,12,0,2,2,Male,Art / Music,6,2 or more,sep.,2006,ELD,40,2,Player 3,2,6579,1,1
LILA-King-S15,12,0,2,5,Male,Science / Technology,6,2 or more,aug.,2007,ELD,20,0,Player 1,0,6211,0,0
LILA-King-S15,12,0,3,3,Male,Math,7,2 or more,jan.,2006,SPED,40,2,Player 3,2,7664,1,1
LILA-King-S15,12,0,3,6,Female,Science / Technology,7,1,jul.,2005,ELD,40,1,Player 2,1,13329,1,1
LILA-King-S15,12,0,3,8,Male,Math,6,2 or more,apr.,2008,ELD,40,0,Player 1,2,10886,1,1
LILA-King-S15,13,0,0,0,Male,Art / Music,7,2 or more,jul.,2005,SPED,20,0,Player 1,2,7153,0,0
LILA-King-S15,13,0,0,4,Female,Art / Music,8,0,jun.,2005,SPED,40,2,Player 3,1,8730,1,1
LILA-King-S15,13,0,1,1,Male,Math,8,1,mar.,2005,ELD,20,2,Player 3,0,12109,0,0
LILA-King-S15,13,0,1,7,Male,Math,7,1,jun.,2006,ELD,20,1,Player 2,2,33977,0,0
LILA-King-S15,13,0,1,10,Female,English,7,2 or more,dec.,2005,ELD,40,0,Player 1,2,9145,0,1
LILA-King-S15,13,0,2,2,Male,Art / Music,6,2 or more,sep.,2006,ELD,40,0,Player 1,1,19231,1,1
LILA-King-S15,13,0,2,6,Female,Science / Technology,7,1,jul.,2005,ELD,40,2,Player 3,1,7334,1,1
LILA-King-S15,13,0,2,8,Male,Math,6,2 or more,apr.,2008,ELD,40,1,Player 2,1,10614,1,1
LILA-King-S15,13,0,3,3,Male,Math,7,2 or more,jan.,2006,SPED,20,0,Player 1,2,17938,0,0
LILA-King-S15,13,0,3,5,Male,Science / Technology,6,2 or more,aug.,2007,ELD,40,1,Player 2,1,7918,1,1
LILA-King-S15,13,0,3,9,Female,English,8,1,aug.,2005,ELD,40,2,Player 3,1,6073,1,1
LILA-King-S15,14,0,0,1,Male,Math,8,1,mar.,2005,ELD,20,0,Player 1,0,17504,0,0
LILA-King-S15,14,0,0,3,Male,Math,7,2 or more,jan.,2006,SPED,20,1,Player 2,0,11935,0,0
LILA-King-S15,14,0,0,8,Male,Math,6,2 or more,apr.,2008,ELD,40,2,Player 3,0,7651,1,1
LILA-King-S15,14,0,1,2,Male,Art / Music,6,2 or more,sep.,2006,ELD,40,1,Player 2,2,17289,1,1
LILA-King-S15,14,0,1,4,Female,Art / Music,8,0,jun.,2005,SPED,40,0,Player 1,2,12805,1,1
LILA-King-S15,14,0,1,5,Male,Science / Technology,6,2 or more,aug.,2007,ELD,40,2,Player 3,0,7631,1,1
LILA-King-S15,14,0,2,0,Male,Art / Music,7,2 or more,jul.,2005,SPED,20,1,Player 2,1,73207,0,0
LILA-King-S15,14,0,2,6,Female,Science / Technology,7,1,jul.,2005,ELD,20,0,Player 1,2,17002,1,0
LILA-King-S15,14,0,2,7,Male,Math,7,1,jun.,2006,ELD,40,2,Player 3,0,10028,1,1
LILA-King-S15,14,0,3,9,Female,English,8,1,aug.,2005,ELD,20,0,Player 1,1,8269,0,0
LILA-King-S15,14,0,3,10,Female,English,7,2 or more,dec.,2005,ELD,20,1,Player 2,1,19412,0,0
LILA-King-S15,15,0,0,1,Male,Math,8,1,mar.,2005,ELD,20,1,Player 2,1,29166,0,0
LILA-King-S15,15,0,0,5,Male,Science / Technology,6,2 or more,aug.,2007,ELD,40,0,Player 1,2,16578,0,1
LILA-King-S15,15,0,0,10,Female,English,7,2 or more,dec.,2005,ELD,20,2,Player 3,0,31151,0,0
LILA-King-S15,15,0,1,3,Male,Math,7,2 or more,jan.,2006,SPED,40,2,Player 3,2,6877,1,1
LILA-King-S15,15,0,1,9,Female,English,8,1,aug.,2005,ELD,40,1,Player 2,0,7263,1,1
LILA-King-S15,15,0,2,0,Male,Art / Music,7,2 or more,jul.,2005,SPED,20,2,Player 3,1,33109,0,0
LILA-King-S15,15,0,2,6,Female,Science / Technology,7,1,jul.,2005,ELD,20,1,Player 2,2,13522,0,0
LILA-King-S15,15,0,2,7,Male,Math,7,1,jun.,2006,ELD,20,0,Player 1,0,32061,1,0
LILA-King-S15,15,0,3,2,Male,Art / Music,6,2 or more,sep.,2006,ELD,40,2,Player 3,2,5207,1,1
LILA-King-S15,15,0,3,4,Female,Art / Music,8,0,jun.,2005,SPED,40,1,Player 2,0,10431,1,1
LILA-King-S15,15,0,3,8,Male,Math,6,2 or more,apr.,2008,ELD,40,0,Player 1,0,10288,1,1
LILA-King-S15,16,0,0,6,Female,Science / Technology,7,1,jul.,2005,ELD,40,2,Player 3,0,3715,1,1
LILA-King-S15,16,0,0,7,Male,Math,7,1,jun.,2006,ELD,40,1,Player 2,0,10994,1,1
LILA-King-S15,16,0,0,10,Female,English,7,2 or more,dec.,2005,ELD,20,0,Player 1,1,18805,0,0
LILA-King-S15,16,0,1,0,Male,Art / Music,7,2 or more,jul.,2005,SPED,20,0,Player 1,2,10477,0,0
LILA-King-S15,16,0,1,4,Female,Art / Music,8,0,jun.,2005,SPED,40,2,Player 3,0,16440,1,1
LILA-King-S15,16,0,2,2,Male,Art / Music,6,2 or more,sep.,2006,ELD,40,0,Player 1,0,19746,1,1
LILA-King-S15,16,0,2,8,Male,Math,6,2 or more,apr.,2008,ELD,40,1,Player 2,0,7938,1,1
LILA-King-S15,16,0,2,9,Female,English,8,1,aug.,2005,ELD,40,2,Player 3,0,19160,1,1
LILA-King-S15,16,0,3,1,Male,Math,8,1,mar.,2005,ELD,40,2,Player 3,0,9692,1,1
LILA-King-S15,16,0,3,3,Male,Math,7,2 or more,jan.,2006,SPED,20,0,Player 1,2,4215,0,0
LILA-King-S15,16,0,3,5,Male,Science / Technology,6,2 or more,aug.,2007,ELD,40,1,Player 2,0,17751,1,1
LILA-King-S15,17,0,0,1,Male,Math,8,1,mar.,2005,ELD,40,0,Player 1,2,15525,1,1
LILA-King-S15,17,0,0,3,Male,Math,7,2 or more,jan.,2006,SPED,40,1,Player 2,0,55968,1,1
LILA-King-S15,17,0,0,8,Male,Math,6,2 or more,apr.,2008,ELD,40,2,Player 3,2,5548,1,1
LILA-King-S15,17,0,1,4,Female,Art / Music,8,0,jun.,2005,SPED,20,0,Player 1,2,37158,1,0
LILA-King-S15,17,0,1,10,Female,English,7,2 or more,dec.,2005,ELD,20,1,Player 2,1,16611,0,0
LILA-King-S15,17,0,2,0,Male,Art / Music,7,2 or more,jul.,2005,SPED,20,1,Player 2,1,40970,0,0
LILA-King-S15,17,0,2,7,Male,Math,7,1,jun.,2006,ELD,40,2,Player 3,2,9941,1,1
LILA-King-S15,17,0,2,9,Female,English,8,1,aug.,2005,ELD,20,0,Player 1,2,6772,1,0
LILA-King-S15,17,0,3,2,Male,Art / Music,6,2 or more,sep.,2006,ELD,40,1,Player 2,0,13425,1,1
LILA-King-S15,17,0,3,5,Male,Science / Technology,6,2 or more,aug.,2007,ELD,40,2,Player 3,2,7697,1,1
LILA-King-S15,17,0,3,6,Female,Science / Technology,7,1,jul.,2005,ELD,40,0,Player 1,2,39872,1,1
