,roleType,Campus,SessionName,Session code,clientId,matchId,groupId,role,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10,choice11,choice12,centiPayoff,gender,grade,birth_year,birth_month,birth_day,younger_siblings,older_siblings,school_topics
2442,orange,King,KS9,1gn0mfqt,12,3,4,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,6,2007,August,31,Yes,No,History
2443,blue,King,KS9,1gn0mfqt,8,4,4,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,6,2007,May,10,No,Yes,Art &amp; Music
2444,blue,King,KS9,1gn0mfqt,5,4,1,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,6,2007,September,15,Yes,Yes,Math
2445,orange,King,KS9,1gn0mfqt,1,4,5,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,6,2007,August,16,Yes,No,History
2446,orange,King,KS9,1gn0mfqt,2,4,1,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,March,29,Yes,Yes,Sciences &amp; Technology
2447,blue,King,KS9,1gn0mfqt,3,4,5,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,May,23,No,Yes,Art &amp; Music
2448,blue,King,KS9,1gn0mfqt,4,4,6,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,6,2007,September,24,No,Yes,Math
2449,orange,King,KS9,1gn0mfqt,6,4,6,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,June,25,Yes,No,Sciences &amp; Technology
2450,blue,King,KS9,1gn0mfqt,7,4,3,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,June,22,Yes,No,Art &amp; Music
2451,orange,King,KS9,1gn0mfqt,9,4,4,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,6,2006,December,29,Yes,No,Math
2452,blue,King,KS9,1gn0mfqt,10,4,2,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,6,2007,October,25,No,Yes,Art &amp; Music
2453,orange,King,KS9,1gn0mfqt,11,4,3,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,6,2007,August,15,Yes,No,Sciences &amp; Technology
2454,orange,King,KS9,1gn0mfqt,12,4,2,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,August,31,Yes,No,History
2455,blue,King,KS9,1gn0mfqt,8,5,6,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,6,2007,May,10,No,Yes,Art &amp; Music
2456,blue,King,KS9,1gn0mfqt,5,5,3,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,M,6,2007,September,15,Yes,Yes,Math
2457,orange,King,KS9,1gn0mfqt,1,5,4,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,August,16,Yes,No,History
2458,orange,King,KS9,1gn0mfqt,2,5,2,blue,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,None,50,M,6,2007,March,29,Yes,Yes,Sciences &amp; Technology
2459,blue,King,KS9,1gn0mfqt,3,5,4,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,6,2007,May,23,No,Yes,Art &amp; Music
2460,blue,King,KS9,1gn0mfqt,4,5,1,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,September,24,No,Yes,Math
2461,orange,King,KS9,1gn0mfqt,6,5,6,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,M,6,2007,June,25,Yes,No,Sciences &amp; Technology
2462,blue,King,KS9,1gn0mfqt,7,5,5,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,M,6,2007,June,22,Yes,No,Art &amp; Music
2463,orange,King,KS9,1gn0mfqt,9,5,3,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,F,6,2006,December,29,Yes,No,Math
2464,blue,King,KS9,1gn0mfqt,10,5,2,orange,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,590,M,6,2007,October,25,No,Yes,Art &amp; Music
2465,orange,King,KS9,1gn0mfqt,11,5,5,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,F,6,2007,August,15,Yes,No,Sciences &amp; Technology
2466,orange,King,KS9,1gn0mfqt,12,5,1,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,6,2007,August,31,Yes,No,History
2467,blue,King,KS9,    1gn0mfqt,8,6,2,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,6,2007,May,10,No,Yes,Art &amp; Music
2468,blue,King,KS9,    1gn0mfqt,5,6,5,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,M,6,2007,September,15,Yes,Yes,Math
2469,orange,King,KS9,    1gn0mfqt,1,6,2,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,6,2007,August,16,Yes,No,History
2470,orange,King,KS9,    1gn0mfqt,2,6,4,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,M,6,2007,March,29,Yes,Yes,Sciences &amp; Technology
2471,blue,King,KS9,    1gn0mfqt,3,6,3,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,6,2007,May,23,No,Yes,Art &amp; Music
2472,blue,King,KS9,    1gn0mfqt,4,6,4,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,M,6,2007,September,24,No,Yes,Math
2473,orange,King,KS9,    1gn0mfqt,6,6,6,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,M,6,2007,June,25,Yes,No,Sciences &amp; Technology
2474,blue,King,KS9,    1gn0mfqt,7,6,1,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,M,6,2007,June,22,Yes,No,Art &amp; Music
2475,orange,King,KS9,    1gn0mfqt,9,6,5,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,6,2006,December,29,Yes,No,Math
2476,blue,King,KS9,    1gn0mfqt,10,6,6,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,M,6,2007,October,25,No,Yes,Art &amp; Music
2477,orange,King,KS9,    1gn0mfqt,11,6,1,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,6,2007,August,15,Yes,No,Sciences &amp; Technology
2478,orange,King,KS9,    1gn0mfqt,12,6,3,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,August,31,Yes,No,History
2479,blue,King,KS9,    1gn0mfqt,8,7,4,orange,None,arrow,None,arrow,None,arrow,None,arrow,None,stop,None,None,730,F,6,2007,May,10,No,Yes,Art &amp; Music
2480,blue,King,KS9,    1gn0mfqt,5,7,5,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,M,6,2007,September,15,Yes,Yes,Math
2481,orange,King,KS9,    1gn0mfqt,1,7,3,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,6,2007,August,16,Yes,No,History
2482,orange,King,KS9,    1gn0mfqt,2,7,6,blue,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,None,50,M,6,2007,March,29,Yes,Yes,Sciences &amp; Technology
2483,blue,King,KS9,    1gn0mfqt,3,7,2,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,6,2007,May,23,No,Yes,Art &amp; Music
2484,blue,King,KS9,    1gn0mfqt,4,7,3,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,September,24,No,Yes,Math
2485,orange,King,KS9,    1gn0mfqt,6,7,1,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,M,6,2007,June,25,Yes,No,Sciences &amp; Technology
2486,blue,King,KS9,    1gn0mfqt,7,7,1,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,M,6,2007,June,22,Yes,No,Art &amp; Music
2487,orange,King,KS9,    1gn0mfqt,9,7,4,blue,arrow,None,arrow,None,arrow,None,arrow,None,arrow,None,None,None,50,F,6,2006,December,29,Yes,No,Math
2488,blue,King,KS9,    1gn0mfqt,10,7,6,orange,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,590,M,6,2007,October,25,No,Yes,Art &amp; Music
2489,orange,King,KS9,    1gn0mfqt,11,7,5,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,6,2007,August,15,Yes,No,Sciences &amp; Technology
2490,orange,King,KS9,    1gn0mfqt,12,7,2,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,M,6,2007,August,31,Yes,No,History
2491,blue,King,KS10,88oa3v4t,7,3,6,blue,arrow,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,660,M,6,2007,May,21,No,Yes,Math
2492,blue,King,KS10,88oa3v4t,8,3,4,blue,arrow,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,660,M,6,2007,March,15,Yes,Yes,History
2493,orange,King,KS10,88oa3v4t,12,3,2,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,7,2007,June,19,No,Yes,Math
2494,blue,King,KS10,88oa3v4t,9,3,3,blue,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,None,50,M,6,2007,February,20,Yes,Yes,Math
2495,orange,King,KS10,88oa3v4t,10,3,5,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,6,2007,April,19,Yes,Yes,Art &amp; Music
2496,orange,King,KS10,88oa3v4t,11,3,3,orange,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,590,F,6,2007,May,14,Yes,No,Math
2497,orange,King,KS10,88oa3v4t,1,3,6,orange,None,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,50,F,6,2006,October,8,No,Yes,Art &amp; Music
2498,orange,King,KS10,88oa3v4t,2,3,1,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,6,2007,October,7,Yes,No,Art &amp; Music
2499,orange,King,KS10,88oa3v4t,3,3,4,orange,None,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,50,F,6,2007,January,1,Yes,Yes,Math
2500,blue,King,KS10,88oa3v4t,4,3,5,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,March,15,Yes,Yes,Art &amp; Music
2501,blue,King,KS10,88oa3v4t,5,3,2,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,M,6,2007,September,27,No,No,Math
2502,blue,King,KS10,88oa3v4t,6,3,1,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,6,2007,July,23,Yes,Yes,Sciences &amp; Technology
2503,blue,King,KS10,88oa3v4t,7,4,6,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,6,2007,May,21,No,Yes,Math
2504,blue,King,KS10,88oa3v4t,8,4,3,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,March,15,Yes,Yes,History
2505,orange,King,KS10,88oa3v4t,12,4,3,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,7,2007,June,19,No,Yes,Math
2506,blue,King,KS10,88oa3v4t,9,4,4,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,February,20,Yes,Yes,Math
2507,orange,King,KS10,88oa3v4t,10,4,1,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,April,19,Yes,Yes,Art &amp; Music
2508,orange,King,KS10,88oa3v4t,11,4,4,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,6,2007,May,14,Yes,No,Math
2509,orange,King,KS10,88oa3v4t,1,4,5,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,6,2006,October,8,No,Yes,Art &amp; Music
2510,orange,King,KS10,88oa3v4t,2,4,2,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,6,2007,October,7,Yes,No,Art &amp; Music
2511,orange,King,KS10,88oa3v4t,3,4,6,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,January,1,Yes,Yes,Math
2512,blue,King,KS10,88oa3v4t,4,4,5,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,6,2007,March,15,Yes,Yes,Art &amp; Music
2513,blue,King,KS10,88oa3v4t,5,4,1,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,6,2007,September,27,No,No,Math
2514,blue,King,KS10,88oa3v4t,6,4,2,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,July,23,Yes,Yes,Sciences &amp; Technology
2515,blue,King,KS10,88oa3v4t,7,5,3,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,M,6,2007,May,21,No,Yes,Math
2516,blue,King,KS10,88oa3v4t,8,5,5,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,M,6,2007,March,15,Yes,Yes,History
2517,orange,King,KS10,88oa3v4t,12,5,4,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,7,2007,June,19,No,Yes,Math
2518,blue,King,KS10,88oa3v4t,9,5,2,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,February,20,Yes,Yes,Math
2519,orange,King,KS10,88oa3v4t,10,5,1,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,6,2007,April,19,Yes,Yes,Art &amp; Music
2520,orange,King,KS10,88oa3v4t,11,5,5,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,6,2007,May,14,Yes,No,Math
2521,orange,King,KS10,88oa3v4t,1,5,3,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,6,2006,October,8,No,Yes,Art &amp; Music
2522,orange,King,KS10,88oa3v4t,2,5,2,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,6,2007,October,7,Yes,No,Art &amp; Music
2523,orange,King,KS10,88oa3v4t,3,5,6,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,6,2007,January,1,Yes,Yes,Math
2524,blue,King,KS10,88oa3v4t,4,5,1,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,March,15,Yes,Yes,Art &amp; Music
2525,blue,King,KS10,88oa3v4t,5,5,4,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,6,2007,September,27,No,No,Math
2526,blue,King,KS10,88oa3v4t,6,5,6,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,6,2007,July,23,Yes,Yes,Sciences &amp; Technology
2527,blue,King,KS10,    88oa3v4t,7,6,3,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,M,6,2007,May,21,No,Yes,Math
2528,blue,King,KS10,    88oa3v4t,8,6,4,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,M,6,2007,March,15,Yes,Yes,History
2529,orange,King,KS10,    88oa3v4t,12,6,5,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,7,2007,June,19,No,Yes,Math
2530,blue,King,KS10,    88oa3v4t,9,6,1,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,6,2007,February,20,Yes,Yes,Math
2531,orange,King,KS10,    88oa3v4t,10,6,2,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,6,2007,April,19,Yes,Yes,Art &amp; Music
2532,orange,King,KS10,    88oa3v4t,11,6,4,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,F,6,2007,May,14,Yes,No,Math
2533,orange,King,KS10,    88oa3v4t,1,6,3,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,F,6,2006,October,8,No,Yes,Art &amp; Music
2534,orange,King,KS10,    88oa3v4t,2,6,6,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,6,2007,October,7,Yes,No,Art &amp; Music
2535,orange,King,KS10,    88oa3v4t,3,6,1,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,6,2007,January,1,Yes,Yes,Math
2536,blue,King,KS10,    88oa3v4t,4,6,2,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,6,2007,March,15,Yes,Yes,Art &amp; Music
2537,blue,King,KS10,    88oa3v4t,5,6,5,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,M,6,2007,September,27,No,No,Math
2538,blue,King,KS10,    88oa3v4t,6,6,6,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,6,2007,July,23,Yes,Yes,Sciences &amp; Technology
2539,blue,King,KS10,    88oa3v4t,7,7,6,orange,None,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,50,M,6,2007,May,21,No,Yes,Math
2540,blue,King,KS10,    88oa3v4t,8,7,5,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,6,2007,March,15,Yes,Yes,History
2541,orange,King,KS10,    88oa3v4t,12,7,4,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,7,2007,June,19,No,Yes,Math
2542,blue,King,KS10,    88oa3v4t,9,7,2,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,M,6,2007,February,20,Yes,Yes,Math
2543,orange,King,KS10,    88oa3v4t,10,7,3,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,6,2007,April,19,Yes,Yes,Art &amp; Music
2544,orange,King,KS10,    88oa3v4t,11,7,5,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,6,2007,May,14,Yes,No,Math
2545,orange,King,KS10,    88oa3v4t,1,7,1,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,6,2006,October,8,No,Yes,Art &amp; Music
2546,orange,King,KS10,    88oa3v4t,2,7,2,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,F,6,2007,October,7,Yes,No,Art &amp; Music
2547,orange,King,KS10,    88oa3v4t,3,7,6,blue,arrow,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,660,F,6,2007,January,1,Yes,Yes,Math
2548,blue,King,KS10,    88oa3v4t,4,7,1,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,6,2007,March,15,Yes,Yes,Art &amp; Music
2549,blue,King,KS10,    88oa3v4t,5,7,3,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,6,2007,September,27,No,No,Math
2550,blue,King,KS10,    88oa3v4t,6,7,4,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,6,2007,July,23,Yes,Yes,Sciences &amp; Technology
2551,orange,King,KS11,s2igvull,1,3,5,orange,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,590,F,7,2006,September,22,Yes,No,Literature
2552,orange,King,KS11,s2igvull,2,3,2,orange,None,arrow,None,arrow,None,arrow,None,arrow,None,stop,None,None,730,M,7,2006,June,12,No,No,Literature
2553,blue,King,KS11,s2igvull,3,3,4,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,F,7,2006,August,23,Yes,Yes,Art &amp; Music
2554,orange,King,KS11,s2igvull,4,3,3,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,August,2,Yes,Yes,Art &amp; Music
2555,orange,King,KS11,s2igvull,5,3,4,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,M,7,2006,September,29,No,Yes,Math
2556,blue,King,KS11,s2igvull,6,3,1,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,M,7,2006,July,11,No,No,Art &amp; Music
2557,blue,King,KS11,s2igvull,7,3,3,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,7,2006,February,18,Yes,Yes,Sciences &amp; Technology
2558,blue,King,KS11,s2igvull,8,3,2,blue,arrow,None,arrow,None,arrow,None,arrow,None,arrow,None,None,None,50,F,7,2006,October,13,Yes,Yes,Art &amp; Music
2559,orange,King,KS11,s2igvull,9,3,1,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,7,2006,May,30,No,Yes,Math
2560,blue,King,KS11,s2igvull,10,3,5,blue,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,None,50,M,graduate,1990,March,3,No,Yes,Sciences &amp; Technology
2561,orange,King,KS11,s2igvull,1,4,5,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,7,2006,September,22,Yes,No,Literature
2562,orange,King,KS11,s2igvull,2,4,3,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,June,12,No,No,Literature
2563,blue,King,KS11,s2igvull,3,4,5,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,August,23,Yes,Yes,Art &amp; Music
2564,orange,King,KS11,s2igvull,4,4,4,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2006,August,2,Yes,Yes,Art &amp; Music
2565,orange,King,KS11,s2igvull,5,4,2,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2006,September,29,No,Yes,Math
2566,blue,King,KS11,s2igvull,6,4,4,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,July,11,No,No,Art &amp; Music
2567,blue,King,KS11,s2igvull,7,4,3,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,7,2006,February,18,Yes,Yes,Sciences &amp; Technology
2568,blue,King,KS11,s2igvull,8,4,1,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,October,13,Yes,Yes,Art &amp; Music
2569,orange,King,KS11,s2igvull,9,4,1,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,7,2006,May,30,No,Yes,Math
2570,blue,King,KS11,s2igvull,10,4,2,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,graduate,1990,March,3,No,Yes,Sciences &amp; Technology
2571,orange,King,KS11,s2igvull,1,5,5,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,September,22,Yes,No,Literature
2572,orange,King,KS11,s2igvull,2,5,1,blue,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,None,50,M,7,2006,June,12,No,No,Literature
2573,blue,King,KS11,s2igvull,3,5,2,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,7,2006,August,23,Yes,Yes,Art &amp; Music
2574,orange,King,KS11,s2igvull,4,5,4,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,7,2006,August,2,Yes,Yes,Art &amp; Music
2575,orange,King,KS11,s2igvull,5,5,2,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,7,2006,September,29,No,Yes,Math
2576,blue,King,KS11,s2igvull,6,5,4,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,July,11,No,No,Art &amp; Music
2577,blue,King,KS11,s2igvull,7,5,5,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,7,2006,February,18,Yes,Yes,Sciences &amp; Technology
2578,blue,King,KS11,s2igvull,8,5,1,orange,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,590,F,7,2006,October,13,Yes,Yes,Art &amp; Music
2579,orange,King,KS11,s2igvull,9,5,3,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,7,2006,May,30,No,Yes,Math
2580,blue,King,KS11,s2igvull,10,5,3,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,graduate,1990,March,3,No,Yes,Sciences &amp; Technology
2581,orange,King,KS11,    s2igvull,1,6,5,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,September,22,Yes,No,Literature
2582,orange,King,KS11,    s2igvull,2,6,1,orange,None,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,50,M,7,2006,June,12,No,No,Literature
2583,blue,King,KS11,    s2igvull,3,6,3,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,August,23,Yes,Yes,Art &amp; Music
2584,orange,King,KS11,    s2igvull,4,6,4,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,August,2,Yes,Yes,Art &amp; Music
2585,orange,King,KS11,    s2igvull,5,6,2,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,September,29,No,Yes,Math
2586,blue,King,KS11,    s2igvull,6,6,5,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,7,2006,July,11,No,No,Art &amp; Music
2587,blue,King,KS11,    s2igvull,7,6,4,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,7,2006,February,18,Yes,Yes,Sciences &amp; Technology
2588,blue,King,KS11,    s2igvull,8,6,1,blue,arrow,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,660,F,7,2006,October,13,Yes,Yes,Art &amp; Music
2589,orange,King,KS11,    s2igvull,9,6,3,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,7,2006,May,30,No,Yes,Math
2590,blue,King,KS11,    s2igvull,10,6,2,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,graduate,1990,March,3,No,Yes,Sciences &amp; Technology
2591,orange,King,KS11,    s2igvull,1,7,3,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,September,22,Yes,No,Literature
2592,orange,King,KS11,    s2igvull,2,7,2,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,M,7,2006,June,12,No,No,Literature
2593,blue,King,KS11,    s2igvull,3,7,4,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,7,2006,August,23,Yes,Yes,Art &amp; Music
2594,orange,King,KS11,    s2igvull,4,7,1,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,August,2,Yes,Yes,Art &amp; Music
2595,orange,King,KS11,    s2igvull,5,7,4,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,7,2006,September,29,No,Yes,Math
2596,blue,King,KS11,    s2igvull,6,7,3,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,7,2006,July,11,No,No,Art &amp; Music
2597,blue,King,KS11,    s2igvull,7,7,1,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,7,2006,February,18,Yes,Yes,Sciences &amp; Technology
2598,blue,King,KS11,    s2igvull,8,7,2,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,7,2006,October,13,Yes,Yes,Art &amp; Music
2599,orange,King,KS11,    s2igvull,9,7,5,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,7,2006,May,30,No,Yes,Math
2600,blue,King,KS11,    s2igvull,10,7,5,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,graduate,1990,March,3,No,Yes,Sciences &amp; Technology
2601,blue,King,KS12,78kt2mh0,8,3,5,blue,arrow,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,660,F,7,2005,May,27,Yes,No,Art &amp; Music
2602,orange,King,KS12,78kt2mh0,9,3,5,orange,None,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,50,F,7,2006,January,10,No,Yes,Math
2603,blue,King,KS12,78kt2mh0,10,3,4,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,June,3,Yes,Yes,Sciences &amp; Technology
2604,blue,King,KS12,78kt2mh0,11,3,1,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2006,January,20,No,No,Math
2605,blue,King,KS12,78kt2mh0,4,3,2,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,7,2005,May,7,No,Yes,Art &amp; Music
2606,orange,King,KS12,78kt2mh0,5,3,2,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,November,15,Yes,Yes,Art &amp; Music
2607,blue,King,KS12,78kt2mh0,6,3,3,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,7,2006,June,7,No,Yes,Art &amp; Music
